"","station","station_id","entry_exits_period","hourly_entries","hourly_exits"
"1546","GRAND-30 AVE","R04","20:0",3121.5,6891.25
"1547","GRAND-30 AVE","R04","4:8",2199.5,833.25
"1548","GRAND-30 AVE","R04","8:12",13608,2869.75
"1549","GRANT AVE","A57","0:4",283.75,1012
"1550","GRANT AVE","A57","12:16",2670.75,1790.5
"1551","GRANT AVE","A57","16:20",2319.25,4997
"1552","GRANT AVE","A57","20:0",1175.25,2794.25
"1553","GRANT AVE","A57","4:8",1991,369
"1554","GRANT AVE","A57","8:12",6174.25,1102.5
"1555","GREENPOINT AVE","G26","0:4",606.5,611
"1556","GREENPOINT AVE","G26","12:16",3455.25,2346
"1557","GREENPOINT AVE","G26","16:20",5301.75,4624.25
"1558","GREENPOINT AVE","G26","20:0",2455.75,2883.5
"1559","GREENPOINT AVE","G26","4:8",947.25,572.25
"1560","GREENPOINT AVE","G26","8:12",6659,2752.5
"1561","GUN HILL ROAD","208","0:4",2126,3432.5
"1562","GUN HILL ROAD","208","12:16",6373,3986.25
"1563","GUN HILL ROAD","208","16:20",5289.25,6804.75
"1564","GUN HILL ROAD","208","20:0",948,751
"1565","GUN HILL ROAD","208","4:8",6177,1999.5
"1566","GUN HILL ROAD","208","8:12",8300.5,3470.5
"1567","GUN HILL ROAD","503","0:4",2126,3432.5
"1568","GUN HILL ROAD","503","12:16",6373,3986.25
"1569","GUN HILL ROAD","503","16:20",5289.25,6804.75
"1570","GUN HILL ROAD","503","20:0",948,751
"1571","GUN HILL ROAD","503","4:8",6177,1999.5
"1572","GUN HILL ROAD","503","8:12",8300.5,3470.5
"1573","HALSEY ST","J29","0:4",1454.25,1652
"1574","HALSEY ST","J29","12:16",2854.5,1032
"1575","HALSEY ST","J29","16:20",2478.5,2372.75
"1576","HALSEY ST","J29","4:8",2891,296.75
"1577","HALSEY ST","J29","8:12",4418.25,524.75
"1578","HALSEY ST","L19","0:4",425.75,1130.25
"1579","HALSEY ST","L19","12:16",3019.5,1301.75
"1580","HALSEY ST","L19","16:20",3242.5,3865.5
"1581","HALSEY ST","L19","20:0",1707.75,2681.75
"1582","HALSEY ST","L19","4:8",2130.25,449.5
"1583","HALSEY ST","L19","8:12",7066,966
"1584","HEWES ST","M14","0:4",837.75,750.5
"1585","HEWES ST","M14","12:16",1511.75,529.25
"1586","HEWES ST","M14","16:20",1529.5,1151.5
"1587","HEWES ST","M14","4:8",626.75,238.75
"1588","HEWES ST","M14","8:12",1936.25,559.75
"1589","HIGH ST","A40","0:4",755,703.25
"1590","HIGH ST","A40","12:16",3632.5,5079
"1591","HIGH ST","A40","16:20",6736.75,6257
"1592","HIGH ST","A40","20:0",2415.75,3169.75
"1593","HIGH ST","A40","4:8",365.25,774
"1594","HIGH ST","A40","8:12",4255.5,4931.5
"1595","HOUSTON ST","134","0:4",3799,1687.5
"1596","HOUSTON ST","134","12:16",7089.25,4363.25
"1597","HOUSTON ST","134","16:20",14385.5,4332.5
"1598","HOUSTON ST","134","4:8",645.75,2159
"1599","HOUSTON ST","134","8:12",4000.5,8110.25
"1600","HOWARD BCH-JFK","H03","0:4",1242.75,222
"1601","HOWARD BCH-JFK","H03","12:16",1208.5,253.25
"1602","HOWARD BCH-JFK","H03","16:20",1193,488
"1603","HOWARD BCH-JFK","H03","4:8",954.75,84.25
"1604","HOWARD BCH-JFK","H03","8:12",1168.75,155
"1605","HOYT ST","233","0:4",454.25,382.25
"1606","HOYT ST","233","12:16",3848.5,3436.5
"1607","HOYT ST","233","16:20",7197.75,3684.25
"1608","HOYT ST","233","20:0",2445,1329.75
"1609","HOYT ST","233","4:8",195.5,683
"1610","HOYT ST","233","8:12",2196.75,5102.75
"1611","HOYT ST-ASTORIA","R03","0:4",522.75,1835.75
"1612","HOYT ST-ASTORIA","R03","12:16",4852,2881.25
"1613","HOYT ST-ASTORIA","R03","16:20",4875.25,6995.5
"1614","HOYT ST-ASTORIA","R03","20:0",2164.75,5151.25
"1615","HOYT ST-ASTORIA","R03","4:8",1896.25,661.75
"1616","HOYT ST-ASTORIA","R03","8:12",11692.5,1593.25
"1617","HOYT/SCHERMER","A42","0:4",544.25,505.5
"1618","HOYT/SCHERMER","A42","12:16",5122.5,4395.25
"1619","HOYT/SCHERMER","A42","16:20",8122.25,4816.5
"1620","HOYT/SCHERMER","A42","20:0",3221.5,2221.75
"1621","HOYT/SCHERMER","A42","4:8",388.75,664.25
"1622","HOYT/SCHERMER","A42","8:12",3559.25,5706.25
"1623","HUDSON-80 ST","A59","0:4",616.5,1843.25
"1624","HUDSON-80 ST","A59","12:16",2022.5,1289.25
"1625","HUDSON-80 ST","A59","16:20",1203.75,3483.5
"1626","HUDSON-80 ST","A59","4:8",3935,258.75
"1627","HUDSON-80 ST","A59","8:12",3560.75,459.75
"1628","HUNTERS PT AVE","720","0:4",643.5,931
"1629","HUNTERS PT AVE","720","12:16",2206.75,1432.25
"1630","HUNTERS PT AVE","720","16:20",4119.75,4013.75
"1631","HUNTERS PT AVE","720","4:8",2554.75,2827.5
"1632","HUNTERS PT AVE","720","8:12",3938.25,2382.5
"1633","HUNTS POINT AVE","613","0:4",1791.75,3037.5
"1634","HUNTS POINT AVE","613","12:16",4463,3678.25
"1635","HUNTS POINT AVE","613","16:20",4466.25,5495
"1636","HUNTS POINT AVE","613","4:8",5164.25,2172.5
"1637","HUNTS POINT AVE","613","8:12",5757.75,3064.25
"1638","INTERVALE-163","218","0:4",725,1523.25
"1639","INTERVALE-163","218","12:16",1980.75,1452.5
"1640","INTERVALE-163","218","16:20",1749,2202
"1641","INTERVALE-163","218","4:8",1560.25,676.25
"1642","INTERVALE-163","218","8:12",1766.5,1422
"1643","INWOOD-207 ST","A02","0:4",1514,2424.75
"1644","INWOOD-207 ST","A02","12:16",3949,2044
"1645","INWOOD-207 ST","A02","16:20",3461.25,4133.5
"1646","INWOOD-207 ST","A02","4:8",4332.5,542
"1647","INWOOD-207 ST","A02","8:12",6694.25,1180
"1648","JACKSON AVE","220","0:4",1164,590.25
"1649","JACKSON AVE","220","12:16",3078.25,578.25
"1650","JACKSON AVE","220","16:20",2401,944
"1651","JACKSON AVE","220","4:8",2744.5,244.75
"1652","JACKSON AVE","220","8:12",3380,406.25
"1653","JAMAICA CENTER","G05","0:4",1608.25,4559.5
"1654","JAMAICA CENTER","G05","12:16",16445,11718.75
"1655","JAMAICA CENTER","G05","16:20",18876.25,26440
"1656","JAMAICA CENTER","G05","20:0",8108,14593.5
"1657","JAMAICA CENTER","G05","4:8",12677.75,2665
"1658","JAMAICA CENTER","G05","8:12",31650.75,12832.25
"1659","JAMAICA-179 ST","F01","0:4",555.25,1480.5
"1660","JAMAICA-179 ST","F01","12:16",7333,2607.75
"1661","JAMAICA-179 ST","F01","16:20",6903,8641
"1662","JAMAICA-179 ST","F01","20:0",2948.5,5258.5
"1663","JAMAICA-179 ST","F01","4:8",8814.25,723.25
"1664","JAMAICA-179 ST","F01","8:12",22230.5,2427
"1665","JAMAICA-VAN WYC","G07","0:4",893.75,2036.5
"1666","JAMAICA-VAN WYC","G07","12:16",2355,2357.75
"1667","JAMAICA-VAN WYC","G07","16:20",2489.75,4224
"1668","JAMAICA-VAN WYC","G07","4:8",2634.75,1080.5
"1669","JAMAICA-VAN WYC","G07","8:12",2920,1728.75
"1670","JAY ST-METROTEC","A41","0:4",1671.75,1230.75
"1671","JAY ST-METROTEC","A41","12:16",17448.5,9571.5
"1672","JAY ST-METROTEC","A41","16:20",35652.5,9930
"1673","JAY ST-METROTEC","A41","20:0",9908.5,4424.25
"1674","JAY ST-METROTEC","A41","4:8",1558,2420
"1675","JAY ST-METROTEC","A41","8:12",11502,20338.25
"1676","JEFFERSON ST","L15","0:4",749.75,352.75
"1677","JEFFERSON ST","L15","12:16",2975.25,686.5
"1678","JEFFERSON ST","L15","16:20",4138.25,1361.75
"1679","JEFFERSON ST","L15","20:0",2149,1124.25
"1680","JEFFERSON ST","L15","4:8",1285.5,203.75
"1681","JEFFERSON ST","L15","8:12",5285.25,711
"1682","JFK HOWARD BCH","H03","0:4",681.25,1861.75
"1683","JFK HOWARD BCH","H03","12:16",1758.25,1885
"1684","JFK HOWARD BCH","H03","16:20",1639,2010.5
"1685","JFK HOWARD BCH","H03","4:8",853.25,744.25
"1686","JFK HOWARD BCH","H03","8:12",1020,1171
"1687","JFK JAMAICA CT1","G05","0:4",1641.5,4693
"1688","JFK JAMAICA CT1","G05","12:16",5051.75,4529
"1689","JFK JAMAICA CT1","G05","16:20",4371.75,4582.25
"1690","JFK JAMAICA CT1","G05","20:0",9.75,14.5
"1691","JFK JAMAICA CT1","G05","4:8",2475,1672.5
"1692","JFK JAMAICA CT1","G05","8:12",2975.75,3002
"1693","JUNCTION BLVD","707","0:4",713,3719.75
"1694","JUNCTION BLVD","707","12:16",7585.5,5572
"1695","JUNCTION BLVD","707","16:20",8026.75,17066.75
"1696","JUNCTION BLVD","707","20:0",3621.25,8759
"1697","JUNCTION BLVD","707","4:8",7516.5,997.75
"1698","JUNCTION BLVD","707","8:12",18335.5,3498.5
"1699","JUNIUS ST","254","0:4",147.5,194.25
"1700","JUNIUS ST","254","12:16",1022.5,462.5
"1701","JUNIUS ST","254","16:20",1196.25,654.5
"1702","JUNIUS ST","254","20:0",554.25,388.5
"1703","JUNIUS ST","254","4:8",468.5,131
"1704","JUNIUS ST","254","8:12",1820.75,481.75
"1705","KINGS HIGHWAY","D35","0:4",464,1690.25
"1706","KINGS HIGHWAY","D35","12:16",7800.25,6194.5
"1707","KINGS HIGHWAY","D35","16:20",9187.25,14875.5
"1708","KINGS HIGHWAY","D35","20:0",3352.75,7815.75
"1709","KINGS HIGHWAY","D35","4:8",3663.25,793.5
"1710","KINGS HIGHWAY","D35","8:12",16463,6016.5
"1711","KINGS HIGHWAY","F35","0:4",551.25,1214.75
"1712","KINGS HIGHWAY","F35","12:16",1624.25,1554.25
"1713","KINGS HIGHWAY","F35","16:20",1637.5,3066
"1714","KINGS HIGHWAY","F35","4:8",1905,660
"1715","KINGS HIGHWAY","F35","8:12",2503.75,1579.75
"1716","KINGS HIGHWAY","N08","0:4",636.75,1591.5
"1717","KINGS HIGHWAY","N08","12:16",2046.5,1459
"1718","KINGS HIGHWAY","N08","16:20",1702.25,3476.25
"1719","KINGS HIGHWAY","N08","4:8",3179.75,386
"1720","KINGS HIGHWAY","N08","8:12",4330,1040.75
"1721","KINGSBRIDGE RD","406","0:4",1923.25,2436.75
"1722","KINGSBRIDGE RD","406","12:16",4740,2426.75
"1723","KINGSBRIDGE RD","406","16:20",3939.5,3718.5
"1724","KINGSBRIDGE RD","406","4:8",4798.25,1029.75
"1725","KINGSBRIDGE RD","406","8:12",5218,2096.5
"1726","KINGSBRIDGE RD","D04","0:4",1306.75,3067
"1727","KINGSBRIDGE RD","D04","12:16",3101.25,2099
"1728","KINGSBRIDGE RD","D04","16:20",2500.75,4911.5
"1729","KINGSBRIDGE RD","D04","4:8",4940.25,858.5
"1730","KINGSBRIDGE RD","D04","8:12",4505.25,1455
"1731","KINGSTON AVE","249","0:4",264.5,837
"1732","KINGSTON AVE","249","12:16",2749.5,1592.75
"1733","KINGSTON AVE","249","16:20",2689.25,3042.75
"1734","KINGSTON AVE","249","20:0",1159,2375.5
"1735","KINGSTON AVE","249","4:8",789.25,282.25
"1736","KINGSTON AVE","249","8:12",3863.75,1784
"1737","KINGSTON-THROOP","A47","0:4",422,1311
"1738","KINGSTON-THROOP","A47","12:16",2889,1602.5
"1739","KINGSTON-THROOP","A47","16:20",3211.25,3448.5
"1740","KINGSTON-THROOP","A47","20:0",1538,2761.25
"1741","KINGSTON-THROOP","A47","4:8",1138.5,531
"1742","KINGSTON-THROOP","A47","8:12",4784.25,1695.75
"1743","KNICKERBOCKER","M09","0:4",586.75,1369
"1744","KNICKERBOCKER","M09","12:16",1899.5,1938.25
"1745","KNICKERBOCKER","M09","16:20",1715,3247.25
"1746","KNICKERBOCKER","M09","4:8",1544.25,548.75
"1747","KNICKERBOCKER","M09","8:12",2627.75,1096.25
"1748","KOSCIUSZKO ST","J31","0:4",1165.75,1449.25
"1749","KOSCIUSZKO ST","J31","12:16",2106.25,788.5
"1750","KOSCIUSZKO ST","J31","16:20",2249.5,1696
"1751","KOSCIUSZKO ST","J31","4:8",1956.25,333.25
"1752","KOSCIUSZKO ST","J31","8:12",3265.25,698.5
"1753","LAFAYETTE AVE","A43","0:4",1945.75,1015.25
"1754","LAFAYETTE AVE","A43","12:16",2693.75,1172.5
"1755","LAFAYETTE AVE","A43","16:20",3139.75,1836.5
"1756","LAFAYETTE AVE","A43","4:8",720.75,366.5
"1757","LAFAYETTE AVE","A43","8:12",2416.25,801.75
"1758","LEXINGTON AVE","R11","0:4",1292.5,957.5
"1759","LEXINGTON AVE","R11","12:16",4484,6077.75
"1760","LEXINGTON AVE","R11","16:20",14699.5,7273
"1761","LEXINGTON AVE","R11","20:0",5162.75,3296.5
"1762","LEXINGTON AVE","R11","4:8",563,2705
"1763","LEXINGTON AVE","R11","8:12",4555.25,14362
"1764","LEXINGTON-53 ST","F11","0:4",3543.75,1672.25
"1765","LEXINGTON-53 ST","F11","12:16",16219.25,15642.75
"1766","LEXINGTON-53 ST","F11","16:20",50264.75,17796.25
"1767","LEXINGTON-53 ST","F11","20:0",17694.25,7530
"1768","LEXINGTON-53 ST","F11","4:8",993.75,5586.25
"1769","LEXINGTON-53 ST","F11","8:12",10391.75,52157
"1770","LIBERTY AVE","A52","0:4",484.25,582.5
"1771","LIBERTY AVE","A52","12:16",1352.75,715.75
"1772","LIBERTY AVE","A52","16:20",1145.5,882
"1773","LIBERTY AVE","A52","4:8",1235,349.75
"1774","LIBERTY AVE","A52","8:12",1511.25,683
"1775","LIVONIA AVE","L26","0:4",795.5,909.75
"1776","LIVONIA AVE","L26","12:16",1362.5,1130
"1777","LIVONIA AVE","L26","16:20",1348,1719.75
"1778","LIVONIA AVE","L26","4:8",1691.75,593.25
"1779","LIVONIA AVE","L26","8:12",1782.75,1062.75
"1780","LONGWOOD AVE","614","0:4",503,1043.25
"1781","LONGWOOD AVE","614","12:16",1605.5,1121.75
"1782","LONGWOOD AVE","614","16:20",1701.75,1916
"1783","LONGWOOD AVE","614","4:8",1586.25,943.75
"1784","LONGWOOD AVE","614","8:12",1653.25,1136.25
"1785","LORIMER ST","L10","0:4",1764.25,1083.5
"1786","LORIMER ST","L10","12:16",2410.25,727.75
"1787","LORIMER ST","L10","16:20",2487.25,1476
"1788","LORIMER ST","L10","4:8",1368,280
"1789","LORIMER ST","L10","8:12",4934.75,500.5
"1790","LORIMER ST","M13","0:4",920.75,1142.5
"1791","LORIMER ST","M13","12:16",2325.75,984
"1792","LORIMER ST","M13","16:20",2193.5,1752.5
"1793","LORIMER ST","M13","4:8",1445.5,431.75
"1794","LORIMER ST","M13","8:12",3088.25,895.5
"1795","MAIN ST","701","0:4",2357.25,6367.75
"1796","MAIN ST","701","12:16",24573,18367
"1797","MAIN ST","701","16:20",30237.25,41465.75
"1798","MAIN ST","701","20:0",15500.25,26633.5
"1799","MAIN ST","701","4:8",11690.75,4207
"1800","MAIN ST","701","8:12",48499.75,18534
"1801","MARBLE HILL-225","106","0:4",331.25,167
"1802","MARBLE HILL-225","106","12:16",2523.75,380.25
"1803","MARBLE HILL-225","106","16:20",3229.25,1162.5
"1804","MARBLE HILL-225","106","20:0",1591.75,587.75
"1805","MARBLE HILL-225","106","4:8",1138,68.25
"1806","MARBLE HILL-225","106","8:12",3991.75,411.75
"1807","MARCY AVE","M16","0:4",3302.25,3290
"1808","MARCY AVE","M16","12:16",6127,3894.5
"1809","MARCY AVE","M16","16:20",7151.25,6847
"1810","MARCY AVE","M16","4:8",2413.5,2350
"1811","MARCY AVE","M16","8:12",8370,3656.75
"1812","METROPOLITAN AV","G29","0:4",4329.25,3416.25
"1813","METROPOLITAN AV","G29","12:16",3803,2045.75
"1814","METROPOLITAN AV","G29","16:20",4500.25,4196.25
"1815","METROPOLITAN AV","G29","4:8",1704.5,718.5
"1816","METROPOLITAN AV","G29","8:12",5005.25,1320
"1817","METS-WILLETS PT","702","0:4",1175.25,1580.25
"1818","METS-WILLETS PT","702","12:16",1025.5,1299.75
"1819","METS-WILLETS PT","702","16:20",1278.75,1565
"1820","METS-WILLETS PT","702","4:8",775.75,450.75
"1821","METS-WILLETS PT","702","8:12",966.25,1061.25
"1822","MIDDLETOWN ROAD","603","0:4",506,1286.5
"1823","MIDDLETOWN ROAD","603","12:16",1543.75,1540
"1824","MIDDLETOWN ROAD","603","16:20",1029.25,3900
"1825","MIDDLETOWN ROAD","603","4:8",3262.75,583
"1826","MIDDLETOWN ROAD","603","8:12",2431,1003
"1827","MONTROSE AVE","L13","0:4",718.75,944
"1828","MONTROSE AVE","L13","12:16",3150.5,1549.25
"1829","MONTROSE AVE","L13","16:20",4029.25,2719.25
"1830","MONTROSE AVE","L13","20:0",2317,2786.5
"1831","MONTROSE AVE","L13","4:8",908,575.5
"1832","MONTROSE AVE","L13","8:12",5086.5,1546.75
"1833","MORGAN AVE","L14","0:4",818.25,624.75
"1834","MORGAN AVE","L14","12:16",3339.25,1004.25
"1835","MORGAN AVE","L14","16:20",4437.5,1496.75
"1836","MORGAN AVE","L14","20:0",2571,1614
"1837","MORGAN AVE","L14","4:8",987.75,558.75
"1838","MORGAN AVE","L14","8:12",4594,1183
"1839","MORRIS PARK","505","0:4",162.25,831.25
"1840","MORRIS PARK","505","12:16",813.5,875.25
"1841","MORRIS PARK","505","16:20",539.25,2315
"1842","MORRIS PARK","505","4:8",1803.25,149.75
"1843","MORRIS PARK","505","8:12",1415.25,440.75
"1844","MORRISON AVE","610","0:4",277.5,1209.5
"1845","MORRISON AVE","610","12:16",2718,1806.5
"1846","MORRISON AVE","610","16:20",2486.75,4346.75
"1847","MORRISON AVE","610","20:0",1159.25,2994
"1848","MORRISON AVE","610","4:8",2783,504
"1849","MORRISON AVE","610","8:12",4985.25,1375.5
"1850","MOSHOLU PARKWAY","402","0:4",1804.25,1062
"1851","MOSHOLU PARKWAY","402","12:16",5058,1289.5
"1852","MOSHOLU PARKWAY","402","16:20",4494,1712
"1853","MOSHOLU PARKWAY","402","4:8",4078.5,562.25
"1854","MOSHOLU PARKWAY","402","8:12",4363.25,1333.25
"1855","MT EDEN AVE","411","0:4",353,777.75
"1856","MT EDEN AVE","411","12:16",2569.5,1527.5
"1857","MT EDEN AVE","411","16:20",2870.75,2805.5
"1858","MT EDEN AVE","411","20:0",1236.75,1850.75
"1859","MT EDEN AVE","411","4:8",1561.75,464
"1860","MT EDEN AVE","411","8:12",4226.25,1758.5
"1861","MYRTLE AVE","M11","0:4",2716.25,4571.25
"1862","MYRTLE AVE","M11","12:16",4933.75,2770.25
"1863","MYRTLE AVE","M11","16:20",4780.75,5640.75
"1864","MYRTLE AVE","M11","4:8",4026.75,818
"1865","MYRTLE AVE","M11","8:12",7944.75,1541.75
"1866","MYRTLE-WILLOUGH","G32","0:4",1108.25,2007.5
"1867","MYRTLE-WILLOUGH","G32","12:16",2523.75,1058.25
"1868","MYRTLE-WILLOUGH","G32","16:20",2348.5,2503.25
"1869","MYRTLE-WILLOUGH","G32","4:8",2168.25,460
"1870","MYRTLE-WILLOUGH","G32","8:12",4140.25,673.25
"1871","NASSAU AV","G28","0:4",708.75,436
"1872","NASSAU AV","G28","12:16",2858.25,1484
"1873","NASSAU AV","G28","16:20",5173.25,3859.5
"1874","NASSAU AV","G28","20:0",2338.25,2322
"1875","NASSAU AV","G28","4:8",1085.75,383.25
"1876","NASSAU AV","G28","8:12",7045,1640.5
"1877","NECK ROAD","D38","0:4",103.25,113.75
"1878","NECK ROAD","D38","12:16",1391.75,288.25
"1879","NECK ROAD","D38","16:20",1351.25,1163.5
"1880","NECK ROAD","D38","20:0",587.25,636
"1881","NECK ROAD","D38","4:8",987,38
"1882","NECK ROAD","D38","8:12",4567.75,210.75
"1883","NEPTUNE AVE","F39","0:4",210.25,139.75
"1884","NEPTUNE AVE","F39","12:16",883.75,226
"1885","NEPTUNE AVE","F39","16:20",624,425.25
"1886","NEPTUNE AVE","F39","4:8",835.25,165.75
"1887","NEPTUNE AVE","F39","8:12",943.5,210.5
"1888","NEREID AVE","204","0:4",702.5,464
"1889","NEREID AVE","204","12:16",1619,688.75
"1890","NEREID AVE","204","16:20",1458.25,1126.5
"1891","NEREID AVE","204","4:8",2515.25,235.75
"1892","NEREID AVE","204","8:12",1806.5,531
"1893","NEVINS ST","234","0:4",707.25,582.75
"1894","NEVINS ST","234","12:16",5034,4520.75
"1895","NEVINS ST","234","16:20",8756,5558.5
"1896","NEVINS ST","234","20:0",3145.25,2334.5
"1897","NEVINS ST","234","4:8",633,1342.25
"1898","NEVINS ST","234","8:12",4371.75,6627
"1899","NEW LOTS AVE","257","0:4",588.25,813
"1900","NEW LOTS AVE","257","12:16",2731,1716.75
"1901","NEW LOTS AVE","257","16:20",2891.5,3388.5
"1902","NEW LOTS AVE","257","20:0",1258.5,1823.25
"1903","NEW LOTS AVE","257","4:8",2202,540
"1904","NEW LOTS AVE","257","8:12",5225.5,1318.75
"1905","NEW LOTS AVE","L27","0:4",1342.25,2136
"1906","NEW LOTS AVE","L27","12:16",1974.25,2164.25
"1907","NEW LOTS AVE","L27","16:20",2070.25,3790
"1908","NEW LOTS AVE","L27","4:8",3107.75,965.75
"1909","NEW LOTS AVE","L27","8:12",2766.75,1446.5
"1910","NEW UTRECHT AVE","N04","0:4",676.25,1878.75
"1911","NEW UTRECHT AVE","N04","12:16",2371,2002.5
"1912","NEW UTRECHT AVE","N04","16:20",2746.5,3853
"1913","NEW UTRECHT AVE","N04","4:8",2466.75,887.5
"1914","NEW UTRECHT AVE","N04","8:12",3512.5,2233.25
"1915","NEWKIRK PLAZA","D31","0:4",1507.5,4519
"1916","NEWKIRK PLAZA","D31","12:16",4580,4265.75
"1917","NEWKIRK PLAZA","D31","16:20",3766,8686.75
"1918","NEWKIRK PLAZA","D31","4:8",4900.75,857.75
"1919","NEWKIRK PLAZA","D31","8:12",7738.5,2230
"1920","NORTHERN BLVD","G16","0:4",987.5,2179.75
"1921","NORTHERN BLVD","G16","12:16",3183.75,2610.25
"1922","NORTHERN BLVD","G16","16:20",3478.5,5137
"1923","NORTHERN BLVD","G16","4:8",3582.5,1352.25
"1924","NORTHERN BLVD","G16","8:12",5219.25,1759.25
"1925","NORWOOD AVE","J21","0:4",672.75,1586.75
"1926","NORWOOD AVE","J21","12:16",1490.75,1655.25
"1927","NORWOOD AVE","J21","16:20",1255,3038.75
"1928","NORWOOD AVE","J21","4:8",2265.75,554.25
"1929","NORWOOD AVE","J21","8:12",2009,891.5
"1930","NORWOOD-205 ST","D01","0:4",1526.75,3722.75
"1931","NORWOOD-205 ST","D01","12:16",3589,2519.5
"1932","NORWOOD-205 ST","D01","16:20",3092.25,5612
"1933","NORWOOD-205 ST","D01","4:8",5408.25,917.25
"1934","NORWOOD-205 ST","D01","8:12",5251.25,1558
"1935","NOSTRAND AVE","248","0:4",315,964.25
"1936","NOSTRAND AVE","248","12:16",1916.25,1366
"1937","NOSTRAND AVE","248","16:20",2389.5,3006.75
"1938","NOSTRAND AVE","248","20:0",1192.25,2443.75
"1939","NOSTRAND AVE","248","4:8",708,355
"1940","NOSTRAND AVE","248","8:12",2980,1547
"1941","NOSTRAND AVE","A46","0:4",969.25,1989.5
"1942","NOSTRAND AVE","A46","12:16",7952.5,4539.75
"1943","NOSTRAND AVE","A46","16:20",8909,9075.75
"1944","NOSTRAND AVE","A46","20:0",4857.25,6756.5
"1945","NOSTRAND AVE","A46","4:8",2329,1102.75
"1946","NOSTRAND AVE","A46","8:12",13188.25,4803.25
"1947","OCEAN PARKWAY","D41","0:4",106,194
"1948","OCEAN PARKWAY","D41","12:16",1437,704.5
"1949","OCEAN PARKWAY","D41","16:20",1512,1261.25
"1950","OCEAN PARKWAY","D41","20:0",485.5,723.5
"1951","OCEAN PARKWAY","D41","4:8",543.5,81.75
"1952","OCEAN PARKWAY","D41","8:12",2215.5,765.75
"1953","PARK PLACE","228","0:4",166.5,114
"1954","PARK PLACE","228","12:16",1576.25,1307.75
"1955","PARK PLACE","228","16:20",4311.25,977.25
"1956","PARK PLACE","228","20:0",977.5,388.25
"1957","PARK PLACE","228","4:8",109,411.75
"1958","PARK PLACE","228","8:12",704.5,3504.25
"1959","PARK PLACE","S03","0:4",418.75,901.75
"1960","PARK PLACE","S03","12:16",975.75,1022.25
"1961","PARK PLACE","S03","16:20",911.75,1629.25
"1962","PARK PLACE","S03","4:8",627,491.25
"1963","PARK PLACE","S03","8:12",1339.75,835.75
"1964","PARKSIDE AVE","D27","0:4",1243,2577.75
"1965","PARKSIDE AVE","D27","12:16",2213,1551.25
"1966","PARKSIDE AVE","D27","16:20",2398,3651.5
"1967","PARKSIDE AVE","D27","4:8",2395,482
"1968","PARKSIDE AVE","D27","8:12",3728.25,1087
"1969","PARSONS BLVD","F03","0:4",247.5,1193.75
"1970","PARSONS BLVD","F03","12:16",3007.25,1884
"1971","PARSONS BLVD","F03","16:20",3064.75,4657.25
"1972","PARSONS BLVD","F03","20:0",1096.5,2989.75
"1973","PARSONS BLVD","F03","4:8",1914.75,577.25
"1974","PARSONS BLVD","F03","8:12",4785.5,2451
"1975","PELHAM BAY PARK","601","0:4",362.75,522
"1976","PELHAM BAY PARK","601","12:16",2492.5,1649.25
"1977","PELHAM BAY PARK","601","16:20",3060,3305.5
"1978","PELHAM BAY PARK","601","20:0",1503.25,1695
"1979","PELHAM BAY PARK","601","4:8",2522.75,427.25
"1980","PELHAM BAY PARK","601","8:12",6484.5,1449.5
"1981","PELHAM PARKWAY","211","0:4",2415.25,2344.25
"1982","PELHAM PARKWAY","211","12:16",6301.25,2960.25
"1983","PELHAM PARKWAY","211","16:20",5937,4678.5
"1984","PELHAM PARKWAY","211","4:8",6703,1063.5
"1985","PELHAM PARKWAY","211","8:12",6458.25,2293.75
"1986","PELHAM PARKWAY","504","0:4",2415.25,2344.25
"1987","PELHAM PARKWAY","504","12:16",6301.25,2960.25
"1988","PELHAM PARKWAY","504","16:20",5937,4678.5
"1989","PELHAM PARKWAY","504","4:8",6703,1063.5
"1990","PELHAM PARKWAY","504","8:12",6458.25,2293.75
"1991","PENNSYLVANIA AV","255","0:4",319.75,288
"1992","PENNSYLVANIA AV","255","12:16",2539.75,499.75
"1993","PENNSYLVANIA AV","255","16:20",2611.75,903.25
"1994","PENNSYLVANIA AV","255","20:0",1137.25,591.75
"1995","PENNSYLVANIA AV","255","4:8",1402.75,136.25
"1996","PENNSYLVANIA AV","255","8:12",4191,512
"1997","PRINCE ST-B'WAY","R22","0:4",1051.75,525.5
"1998","PRINCE ST-B'WAY","R22","12:16",7623,11251.25
"1999","PRINCE ST-B'WAY","R22","16:20",18441.5,12452
"2000","PRINCE ST-B'WAY","R22","20:0",8783.5,3403.75
"2001","PRINCE ST-B'WAY","R22","4:8",234.25,869
"2002","PRINCE ST-B'WAY","R22","8:12",2237.5,9068.5
"2003","PROSPECT AVE","219","0:4",1649.25,913.25
"2004","PROSPECT AVE","219","12:16",4414,1012
"2005","PROSPECT AVE","219","16:20",3811,1634
"2006","PROSPECT AVE","219","4:8",3498.5,296.5
"2007","PROSPECT AVE","219","8:12",4424.5,785
"2008","PROSPECT AVE","R34","0:4",297.25,664.5
"2009","PROSPECT AVE","R34","12:16",2150.25,1482.25
"2010","PROSPECT AVE","R34","16:20",3227.25,3626.5
"2011","PROSPECT AVE","R34","20:0",1164,2598.75
"2012","PROSPECT AVE","R34","4:8",749.5,582.75
"2013","PROSPECT AVE","R34","8:12",4892.75,2153.5
"2014","PROSPECT PARK","D26","0:4",576.5,1584
