"","Train","Station","StopID","LineName"
"650","M","""Grand Av - Newtown""","G12","EMR"
"651","M","""Elmhurst Av""","G13","EMR"
"652","M","""Jackson Hts - Roosevelt Av""","G14","EFMR"
"653","M","""65 St""","G15","EMR"
"654","M","""Northern Blvd""","G16","EMR"
"655","M","""46 St""","G18","EMR"
"656","M","""Steinway St""","G19","EMR"
"657","M","""36 St""","G20","EMR"
"658","M","""Queens Plaza""","G21","EMR"
"659","M","""Middle Village - Metropolitan Av""","M01","M"
"660","M","""Fresh Pond Rd""","M04","M"
"661","M","""Forest Av""","M05","M"
"662","M","""Seneca Av""","M06","M"
"663","M","""Myrtle - Wyckoff Avs""","M08","M"
"664","M","""Knickerbocker Av""","M09","M"
"665","M","""Central Av""","M10","M"
"666","M","""Myrtle Av""","M11","JMZ"
"667","M","""Flushing Av""","M12","JM"
"668","M","""Lorimer St""","M13","JM"
"669","M","""Hewes St""","M14","JM"
"670","M","""Marcy Av""","M16","JMZ"
"671","M","""Essex St""","M18","JMZ"
"672","N","""Coney Island - Stillwell Av""","D43","DFNQ"
"673","N","""8 Av""","N02","N"
"674","N","""Fort Hamilton Pkwy""","N03","N"
"675","N","""New Utrecht Av""","N04","N"
"676","N","""18 Av""","N05","N"
"677","N","""20 Av""","N06","N"
"678","N","""Bay Pkwy""","N07","N"
"679","N","""Kings Hwy""","N08","N"
"680","N","""Avenue U""","N09","N"
"681","N","""86 St""","N10","N"
"682","N","""Astoria - Ditmars Blvd""","R01","NQ"
"683","N","""Astoria Blvd""","R03","NQ"
"684","N","""30 Av""","R04","NQ"
"685","N","""Broadway""","R05","NQ"
"686","N","""36 Av""","R06","NQ"
"687","N","""39 Av""","R08","N"
"688","N","""Queensboro Plaza""","R09","N"
"689","N","""Lexington Av/59 St""","R11","NR"
"690","N","""5 Av/59 St""","R13","NR"
"691","N","""57 St - 7 Av""","R14","NQR"
"692","N","""49 St""","R15","NQR"
"693","N","""Times Sq - 42 St""","R16","NQR"
"694","N","""34 St - Herald Sq""","R17","NQR"
"695","N","""28 St""","R18","NQR"
"696","N","""23 St""","R19","NQR"
"697","N","""14 St - Union Sq""","R20","NQR"
"698","N","""8 St - NYU""","R21","NQR"
"699","N","""Prince St""","R22","NQR"
"700","N","""Canal St""","R23","NR"
"701","N","""City Hall""","R24","NR"
"702","N","""Cortlandt St""","R25","NR"
"703","N","""Rector St""","R26","NR"
"704","N","""Whitehall St""","R27","NR"
"705","N","""Court St""","R28","NR"
"706","N","""Jay St - MetroTech""","R29","NR"
"707","N","""DeKalb Av""","R30","BDNQR"
"708","N","""Atlantic Av - Barclays Ctr""","R31","DNR"
"709","N","""Union St""","R32","DNR"
"710","N","""9 St""","R33","DNR"
"711","N","""Prospect Av""","R34","DNR"
"712","N","""25 St""","R35","DNR"
"713","N","""36 St""","R36","DNR"
"714","N","""45 St""","R39","NR"
"715","N","""53 St""","R40","NR"
"716","N","""59 St""","R41","NR"
"717","Q","""Atlantic Av - Barclays Ctr""","D24","BQ"
"718","Q","""7 Av""","D25","BQ"
"719","Q","""Prospect Park""","D26","BFSQ"
"720","Q","""Parkside Av""","D27","Q"
"721","Q","""Church Av""","D28","BQ"
"722","Q","""Beverley Rd""","D29","Q"
"723","Q","""Cortelyou Rd""","D30","Q"
"724","Q","""Newkirk Plaza""","D31","BQ"
"725","Q","""Avenue H""","D32","Q"
"726","Q","""Avenue J""","D33","Q"
"727","Q","""Avenue M""","D34","Q"
"728","Q","""Kings Hwy""","D35","BQ"
"729","Q","""Avenue U""","D37","Q"
"730","Q","""Neck Rd""","D38","Q"
"731","Q","""Sheepshead Bay""","D39","BQ"
"732","Q","""Brighton Beach""","D40","BQ"
"733","Q","""Ocean Pkwy""","D41","Q"
"734","Q","""W 8 St - NY Aquarium""","D42","FQ"
"735","Q","""Coney Island - Stillwell Av""","D43","DFNQ"
"736","Q","""Canal St""","Q01","Q"
"737","Q","""Astoria - Ditmars Blvd""","R01","NQ"
"738","Q","""Astoria Blvd""","R03","NQ"
"739","Q","""30 Av""","R04","NQ"
"740","Q","""Broadway""","R05","NQ"
"741","Q","""36 Av""","R06","NQ"
"742","Q","""57 St - 7 Av""","R14","NQR"
"743","Q","""49 St""","R15","NQR"
"744","Q","""Times Sq - 42 St""","R16","NQR"
"745","Q","""34 St - Herald Sq""","R17","NQR"
"746","Q","""28 St""","R18","NQR"
"747","Q","""23 St""","R19","NQR"
"748","Q","""14 St - Union Sq""","R20","NQR"
"749","Q","""8 St - NYU""","R21","NQR"
"750","Q","""Prince St""","R22","NQR"
"751","Q","""DeKalb Av""","R30","BDNQR"
"752","R","""Forest Hills - 71 Av""","G08","EFMR"
"753","R","""67 Av""","G09","EMR"
"754","R","""63 Dr - Rego Park""","G10","EMR"
"755","R","""Woodhaven Blvd""","G11","EMR"
"756","R","""Grand Av - Newtown""","G12","EMR"
"757","R","""Elmhurst Av""","G13","EMR"
"758","R","""Jackson Hts - Roosevelt Av""","G14","EFMR"
"759","R","""65 St""","G15","EMR"
"760","R","""Northern Blvd""","G16","EMR"
"761","R","""46 St""","G18","EMR"
"762","R","""Steinway St""","G19","EMR"
"763","R","""36 St""","G20","EMR"
"764","R","""Queens Plaza""","G21","EMR"
"765","R","""Lexington Av/59 St""","R11","NR"
"766","R","""5 Av/59 St""","R13","NR"
"767","R","""57 St - 7 Av""","R14","NQR"
"768","R","""49 St""","R15","NQR"
"769","R","""Times Sq - 42 St""","R16","NQR"
"770","R","""34 St - Herald Sq""","R17","NQR"
"771","R","""28 St""","R18","NQR"
"772","R","""23 St""","R19","NQR"
"773","R","""14 St - Union Sq""","R20","NQR"
"774","R","""8 St - NYU""","R21","NQR"
"775","R","""Prince St""","R22","NQR"
"776","R","""Canal St""","R23","NR"
"777","R","""City Hall""","R24","NR"
"778","R","""Cortlandt St""","R25","NR"
"779","R","""Rector St""","R26","NR"
"780","R","""Whitehall St""","R27","NR"
"781","R","""Court St""","R28","NR"
"782","R","""Jay St - MetroTech""","R29","NR"
"783","R","""DeKalb Av""","R30","BDNQR"
"784","R","""Atlantic Av - Barclays Ctr""","R31","DNR"
"785","R","""Union St""","R32","DNR"
"786","R","""9 St""","R33","DNR"
"787","R","""Prospect Av""","R34","DNR"
"788","R","""25 St""","R35","DNR"
"789","R","""36 St""","R36","DNR"
"790","R","""45 St""","R39","NR"
"791","R","""53 St""","R40","NR"
"792","R","""59 St""","R41","NR"
"793","R","""Bay Ridge Av""","R42","R"
"794","R","""77 St""","R43","R"
"795","R","""86 St""","R44","R"
"796","R","""Bay Ridge - 95 St""","R45","R"
"797","SI","""Tottenville""","S09","SI"
"798","SI","""Atlantic""","S10","SI"
"799","SI","""Nassau""","S12","SI"
"800","SI","""Richmond Valley""","S13","SI"
"801","SI","""Pleasant Plains""","S14","SI"
"802","SI","""Prince's Bay""","S15","SI"
"803","SI","""Huguenot""","S16","SI"
"804","SI","""Annadale""","S17","SI"
"805","SI","""Eltingville""","S18","SI"
"806","SI","""Great Kills""","S19","SI"
"807","SI","""Bay Terrace""","S20","SI"
"808","SI","""Oakwood Heights""","S21","SI"
"809","SI","""New Dorp""","S22","SI"
"810","SI","""Grant City""","S23","SI"
"811","SI","""Jefferson Av""","S24","SI"
"812","SI","""Dongan Hills""","S25","SI"
"813","SI","""Old Town""","S26","SI"
"814","SI","""Grasmere""","S27","SI"
"815","SI","""Clifton""","S28","SI"
"816","SI","""Stapleton""","S29","SI"
"817","SI","""Tompkinsville""","S30","SI"
"818","SI","""St George""","S31","SI"
"819","Z","""Jamaica Center - Parsons/Archer""","G05","EJZ"
"820","Z","""Sutphin Blvd - Archer Av - JFK Airport""","G06","EJZ"
"821","Z","""121 St""","J12","JZ"
"822","Z","""104 St""","J14","JZ"
"823","Z","""Woodhaven Blvd""","J15","JZ"
"824","Z","""75 St""","J17","JZ"
"825","Z","""Crescent St""","J20","JZ"
"826","Z","""Norwood Av""","J21","JZ"
"827","Z","""Van Siclen Av""","J23","JZ"
"828","Z","""Alabama Av""","J24","JZ"
"829","Z","""Broadway Jct""","J27","JZ"
"830","Z","""Chauncey St""","J28","JZ"
"831","Z","""Gates Av""","J30","JZ"
"832","Z","""Myrtle Av""","M11","JMZ"
"833","Z","""Marcy Av""","M16","JMZ"
"834","Z","""Essex St""","M18","JMZ"
"835","Z","""Bowery""","M19","JZ"
"836","Z","""Canal St""","M20","JZ"
"837","Z","""Chambers St""","M21","JZ"
"838","Z","""Fulton St""","M22","JZ"
"839","Z","""Broad St""","M23","JZ"
